geo_level,region,year,population
NUTS III,Região de Aveiro,2022,378482
NUTS III,Região de Aveiro,2023,388692
NUTS III,Região de Aveiro,2024,395545
NUTS III,Região de Aveiro,2025,399071
Município,Águeda,1982,43677
Município,Águeda,1983,43954
Município,Águeda,1984,44217
Município,Águeda,1985,44436
Município,Águeda,1986,44512
Município,Águeda,1987,44491
Município,Águeda,1988,44453
Município,Águeda,1989,44401
Município,Águeda,1990,44290
Município,Águeda,1991,44466
Município,Águeda,1992,44880
Município,Águeda,1993,45318
Município,Águeda,1994,45830
Município,Águeda,1995,46314
Município,Águeda,1996,46804
Município,Águeda,1997,47285
Município,Águeda,1998,47732
Município,Águeda,1999,48167
Município,Águeda,2000,48655
Município,Águeda,2001,48991
Município,Águeda,2002,49047
Município,Águeda,2003,48996
Município,Águeda,2004,48898
Município,Águeda,2005,48798
Município,Águeda,2006,48660
Município,Águeda,2007,48484
Município,Águeda,2008,48311
Município,Águeda,2009,48093
Município,Águeda,2010,47875
Município,Águeda,2011,47772
Município,Águeda,2012,47583
Município,Águeda,2013,47204
Município,Águeda,2014,46827
Município,Águeda,2015,46539
Município,Águeda,2016,46319
Município,Águeda,2017,46161
Município,Águeda,2018,46027
Município,Águeda,2019,46070
Município,Águeda,2020,46267
Município,Águeda,2022,48139
Município,Águeda,2023,49583
Município,Águeda,2024,50369
Município,Águeda,2025,50609
Município,Albergaria-a-Velha,1982,21501
Município,Albergaria-a-Velha,1983,21645
Município,Albergaria-a-Velha,1984,21749
Município,Albergaria-a-Velha,1985,21845
Município,Albergaria-a-Velha,1986,21928
Município,Albergaria-a-Velha,1987,21967
Município,Albergaria-a-Velha,1988,21999
Município,Albergaria-a-Velha,1989,22048
Município,Albergaria-a-Velha,1990,22075
Município,Albergaria-a-Velha,1991,22207
Município,Albergaria-a-Velha,1992,22397
Município,Albergaria-a-Velha,1993,22594
Município,Albergaria-a-Velha,1994,22848
Município,Albergaria-a-Velha,1995,23089
Município,Albergaria-a-Velha,1996,23362
Município,Albergaria-a-Velha,1997,23647
Município,Albergaria-a-Velha,1998,23911
Município,Albergaria-a-Velha,1999,24157
Município,Albergaria-a-Velha,2000,24435
Município,Albergaria-a-Velha,2001,24673
Município,Albergaria-a-Velha,2002,24803
Município,Albergaria-a-Velha,2003,24898
Município,Albergaria-a-Velha,2004,24968
Município,Albergaria-a-Velha,2005,25016
Município,Albergaria-a-Velha,2006,25063
Município,Albergaria-a-Velha,2007,25124
Município,Albergaria-a-Velha,2008,25190
Município,Albergaria-a-Velha,2009,25233
Município,Albergaria-a-Velha,2010,25263
Município,Albergaria-a-Velha,2011,25329
Município,Albergaria-a-Velha,2012,25312
Município,Albergaria-a-Velha,2013,25183
Município,Albergaria-a-Velha,2014,25053
Município,Albergaria-a-Velha,2015,24928
Município,Albergaria-a-Velha,2016,24813
Município,Albergaria-a-Velha,2017,24750
Município,Albergaria-a-Velha,2018,24744
Município,Albergaria-a-Velha,2019,24797
Município,Albergaria-a-Velha,2020,24921
Município,Albergaria-a-Velha,2022,25283
Município,Albergaria-a-Velha,2023,25826
Município,Albergaria-a-Velha,2024,26218
Município,Albergaria-a-Velha,2025,26340
Município,Anadia,1982,30033
Município,Anadia,1983,30098
Município,Anadia,1984,30098
Município,Anadia,1985,30067
Município,Anadia,1986,29981
Município,Anadia,1987,29830
Município,Anadia,1988,29635
Município,Anadia,1989,29434
Município,Anadia,1990,29197
Município,Anadia,1991,29142
Município,Anadia,1992,29276
Município,Anadia,1993,29463
Município,Anadia,1994,29759
Município,Anadia,1995,30050
Município,Anadia,1996,30325
Município,Anadia,1997,30630
Município,Anadia,1998,30911
Município,Anadia,1999,31130
Município,Anadia,2000,31355
Município,Anadia,2001,31443
Município,Anadia,2002,31338
Município,Anadia,2003,31167
Município,Anadia,2004,30936
Município,Anadia,2005,30684
Município,Anadia,2006,30447
Município,Anadia,2007,30200
Município,Anadia,2008,29926
Município,Anadia,2009,29640
Município,Anadia,2010,29352
Município,Anadia,2011,29138
Município,Anadia,2012,28930
Município,Anadia,2013,28639
Município,Anadia,2014,28378
Município,Anadia,2015,28166
Município,Anadia,2016,27967
Município,Anadia,2017,27782
Município,Anadia,2018,27608
Município,Anadia,2019,27530
Município,Anadia,2020,27614
Município,Anadia,2022,27890
Município,Anadia,2023,28534
Município,Anadia,2024,28942
Município,Anadia,2025,29156
Município,Aveiro,1982,60929
Município,Aveiro,1983,61431
Município,Aveiro,1984,61927
Município,Aveiro,1985,62435
Município,Aveiro,1986,63052
Município,Aveiro,1987,63818
Município,Aveiro,1988,64629
Município,Aveiro,1989,65423
Município,Aveiro,1990,66186
Município,Aveiro,1991,66988
Município,Aveiro,1992,67634
Município,Aveiro,1993,68041
Município,Aveiro,1994,68558
Município,Aveiro,1995,69166
Município,Aveiro,1996,69829
Município,Aveiro,1997,70518
Município,Aveiro,1998,71176
Município,Aveiro,1999,71872
Município,Aveiro,2000,72680
Município,Aveiro,2001,73535
Município,Aveiro,2002,74298
Município,Aveiro,2003,74928
Município,Aveiro,2004,75459
Município,Aveiro,2005,75963
Município,Aveiro,2006,76447
Município,Aveiro,2007,76916
Município,Aveiro,2008,77367
Município,Aveiro,2009,77834
Município,Aveiro,2010,78274
Município,Aveiro,2011,78759
Município,Aveiro,2012,79073
Município,Aveiro,2013,79077
Município,Aveiro,2014,79092
Município,Aveiro,2015,79196
Município,Aveiro,2016,79391
Município,Aveiro,2017,79720
Município,Aveiro,2018,80227
Município,Aveiro,2019,81048
Município,Aveiro,2020,81446
Município,Aveiro,2022,85486
Município,Aveiro,2023,88444
Município,Aveiro,2024,90267
Município,Aveiro,2025,91170
Município,Estarreja,1982,26491
Município,Estarreja,1983,26618
Município,Estarreja,1984,26723
Município,Estarreja,1985,26782
Município,Estarreja,1986,26819
Município,Estarreja,1987,26847
Município,Estarreja,1988,26877
Município,Estarreja,1989,26895
Município,Estarreja,1990,26876
Município,Estarreja,1991,26908
Município,Estarreja,1992,26969
Município,Estarreja,1993,27044
Município,Estarreja,1994,27175
Município,Estarreja,1995,27325
Município,Estarreja,1996,27465
Município,Estarreja,1997,27623
Município,Estarreja,1998,27795
Município,Estarreja,1999,27945
Município,Estarreja,2000,28077
Município,Estarreja,2001,28127
Município,Estarreja,2002,28073
Município,Estarreja,2003,28007
Município,Estarreja,2004,27908
Município,Estarreja,2005,27784
Município,Estarreja,2006,27679
Município,Estarreja,2007,27573
Município,Estarreja,2008,27429
Município,Estarreja,2009,27258
Município,Estarreja,2010,27094
Município,Estarreja,2011,27057
Município,Estarreja,2012,26998
Município,Estarreja,2013,26782
Município,Estarreja,2014,26580
Município,Estarreja,2015,26431
Município,Estarreja,2016,26316
Município,Estarreja,2017,26188
Município,Estarreja,2018,26131
Município,Estarreja,2019,26209
Município,Estarreja,2020,26328
Município,Estarreja,2022,26579
Município,Estarreja,2023,27154
Município,Estarreja,2024,27513
Município,Estarreja,2025,27671
Município,Ílhavo,1982,31724
Município,Ílhavo,1983,31994
Município,Ílhavo,1984,32230
Município,Ílhavo,1985,32411
Município,Ílhavo,1986,32577
Município,Ílhavo,1987,32782
Município,Ílhavo,1988,32963
Município,Ílhavo,1989,33100
Município,Ílhavo,1990,33250
Município,Ílhavo,1991,33529
Município,Ílhavo,1992,33827
Município,Ílhavo,1993,34091
Município,Ílhavo,1994,34424
Município,Ílhavo,1995,34802
Município,Ílhavo,1996,35188
Município,Ílhavo,1997,35569
Município,Ílhavo,1998,35969
Município,Ílhavo,1999,36359
Município,Ílhavo,2000,36820
Município,Ílhavo,2001,37229
Município,Ílhavo,2002,37472
Município,Ílhavo,2003,37676
Município,Ílhavo,2004,37856
Município,Ílhavo,2005,37993
Município,Ílhavo,2006,38120
Município,Ílhavo,2007,38258
Município,Ílhavo,2008,38381
Município,Ílhavo,2009,38491
Município,Ílhavo,2010,38583
Município,Ílhavo,2011,38661
Município,Ílhavo,2012,38657
Município,Ílhavo,2013,38552
Município,Ílhavo,2014,38414
Município,Ílhavo,2015,38342
Município,Ílhavo,2016,38345
Município,Ílhavo,2017,38377
Município,Ílhavo,2018,38445
Município,Ílhavo,2019,38665
Município,Ílhavo,2020,39132
Município,Ílhavo,2022,40355
Município,Ílhavo,2023,41609
Município,Ílhavo,2024,42611
Município,Ílhavo,2025,43135
Município,Murtosa,1982,9845
Município,Murtosa,1983,9845
Município,Murtosa,1984,9841
Município,Murtosa,1985,9834
Município,Murtosa,1986,9809
Município,Murtosa,1987,9765
Município,Murtosa,1988,9725
Município,Murtosa,1989,9698
Município,Murtosa,1990,9664
Município,Murtosa,1991,9611
Município,Murtosa,1992,9555
Município,Murtosa,1993,9483
Município,Murtosa,1994,9421
Município,Murtosa,1995,9389
Município,Murtosa,1996,9372
Município,Murtosa,1997,9371
Município,Murtosa,1998,9361
Município,Murtosa,1999,9361
Município,Murtosa,2000,9392
Município,Murtosa,2001,9502
Município,Murtosa,2002,9652
Município,Murtosa,2003,9791
Município,Murtosa,2004,9912
Município,Murtosa,2005,10014
Município,Murtosa,2006,10135
Município,Murtosa,2007,10262
Município,Murtosa,2008,10361
Município,Murtosa,2009,10459
Município,Murtosa,2010,10559
Município,Murtosa,2011,10576
Município,Murtosa,2012,10526
Município,Murtosa,2013,10469
Município,Murtosa,2014,10405
Município,Murtosa,2015,10361
Município,Murtosa,2016,10322
Município,Murtosa,2017,10295
Município,Murtosa,2018,10307
Município,Murtosa,2019,10373
Município,Murtosa,2020,10469
Município,Murtosa,2022,10037
Município,Murtosa,2023,10177
Município,Murtosa,2024,10304
Município,Murtosa,2025,10363
Município,Oliveira do Bairro,1982,17600
Município,Oliveira do Bairro,1983,17701
Município,Oliveira do Bairro,1984,17784
Município,Oliveira do Bairro,1985,17851
Município,Oliveira do Bairro,1986,17970
Município,Oliveira do Bairro,1987,18121
Município,Oliveira do Bairro,1988,18284
Município,Oliveira do Bairro,1989,18465
Município,Oliveira do Bairro,1990,18637
Município,Oliveira do Bairro,1991,18809
Município,Oliveira do Bairro,1992,18941
Município,Oliveira do Bairro,1993,19055
Município,Oliveira do Bairro,1994,19223
Município,Oliveira do Bairro,1995,19438
Município,Oliveira do Bairro,1996,19681
Município,Oliveira do Bairro,1997,19947
Município,Oliveira do Bairro,1998,20236
Município,Oliveira do Bairro,1999,20545
Município,Oliveira do Bairro,2000,20897
Município,Oliveira do Bairro,2001,21221
Município,Oliveira do Bairro,2002,21473
Município,Oliveira do Bairro,2003,21698
Município,Oliveira do Bairro,2004,21890
Município,Oliveira do Bairro,2005,22053
Município,Oliveira do Bairro,2006,22221
Município,Oliveira do Bairro,2007,22405
Município,Oliveira do Bairro,2008,22600
Município,Oliveira do Bairro,2009,22785
Município,Oliveira do Bairro,2010,22950
Município,Oliveira do Bairro,2011,23090
Município,Oliveira do Bairro,2012,23094
Município,Oliveira do Bairro,2013,22956
Município,Oliveira do Bairro,2014,22830
Município,Oliveira do Bairro,2015,22780
Município,Oliveira do Bairro,2016,22756
Município,Oliveira do Bairro,2017,22739
Município,Oliveira do Bairro,2018,22780
Município,Oliveira do Bairro,2019,22952
Município,Oliveira do Bairro,2020,23192
Município,Oliveira do Bairro,2022,24081
Município,Oliveira do Bairro,2023,24895
Município,Oliveira do Bairro,2024,25329
Município,Oliveira do Bairro,2025,25564
Município,Ovar,1982,45815
Município,Ovar,1983,46201
Município,Ovar,1984,46545
Município,Ovar,1985,46899
Município,Ovar,1986,47356
Município,Ovar,1987,47857
Município,Ovar,1988,48374
Município,Ovar,1989,48915
Município,Ovar,1990,49478
Município,Ovar,1991,50041
Município,Ovar,1992,50488
Município,Ovar,1993,50906
Município,Ovar,1994,51447
Município,Ovar,1995,51989
Município,Ovar,1996,52529
Município,Ovar,1997,53066
Município,Ovar,1998,53614
Município,Ovar,1999,54189
Município,Ovar,2000,54798
Município,Ovar,2001,55221
Município,Ovar,2002,55422
Município,Ovar,2003,55569
Município,Ovar,2004,55601
Município,Ovar,2005,55601
Município,Ovar,2006,55632
Município,Ovar,2007,55626
Município,Ovar,2008,55598
Município,Ovar,2009,55564
Município,Ovar,2010,55487
Município,Ovar,2011,55461
Município,Ovar,2012,55386
Município,Ovar,2013,55171
Município,Ovar,2014,54930
Município,Ovar,2015,54729
Município,Ovar,2016,54618
Município,Ovar,2017,54559
Município,Ovar,2018,54548
Município,Ovar,2019,54714
Município,Ovar,2020,55030
Município,Ovar,2022,56054
Município,Ovar,2023,56856
Município,Ovar,2024,57476
Município,Ovar,2025,57925
Município,Sever do Vouga,1982,13890
Município,Sever do Vouga,1983,13962
Município,Sever do Vouga,1984,14022
Município,Sever do Vouga,1985,14052
Município,Sever do Vouga,1986,14050
Município,Sever do Vouga,1987,14042
Município,Sever do Vouga,1988,14013
Município,Sever do Vouga,1989,13963
Município,Sever do Vouga,1990,13910
Município,Sever do Vouga,1991,13858
Município,Sever do Vouga,1992,13777
Município,Sever do Vouga,1993,13667
Município,Sever do Vouga,1994,13562
Município,Sever do Vouga,1995,13481
Município,Sever do Vouga,1996,13407
Município,Sever do Vouga,1997,13333
Município,Sever do Vouga,1998,13265
Município,Sever do Vouga,1999,13207
Município,Sever do Vouga,2000,13165
Município,Sever do Vouga,2001,13140
Município,Sever do Vouga,2002,13119
Município,Sever do Vouga,2003,13064
Município,Sever do Vouga,2004,12979
Município,Sever do Vouga,2005,12902
Município,Sever do Vouga,2006,12818
Município,Sever do Vouga,2007,12729
Município,Sever do Vouga,2008,12645
Município,Sever do Vouga,2009,12554
Município,Sever do Vouga,2010,12449
Município,Sever do Vouga,2011,12299
Município,Sever do Vouga,2012,12124
Município,Sever do Vouga,2013,11961
Município,Sever do Vouga,2014,11807
Município,Sever do Vouga,2015,11677
Município,Sever do Vouga,2016,11539
Município,Sever do Vouga,2017,11393
Município,Sever do Vouga,2018,11274
Município,Sever do Vouga,2019,11194
Município,Sever do Vouga,2020,11129
Município,Sever do Vouga,2022,11258
Município,Sever do Vouga,2023,11411
Município,Sever do Vouga,2024,11609
Município,Sever do Vouga,2025,11780
Município,Vagos,1982,18660
Município,Vagos,1983,18756
Município,Vagos,1984,18853
Município,Vagos,1985,18925
Município,Vagos,1986,19003
Município,Vagos,1987,19064
Município,Vagos,1988,19077
Município,Vagos,1989,19100
Município,Vagos,1990,19135
Município,Vagos,1991,19207
Município,Vagos,1992,19347
Município,Vagos,1993,19528
Município,Vagos,1994,19776
Município,Vagos,1995,20059
Município,Vagos,1996,20332
Município,Vagos,1997,20649
Município,Vagos,1998,20990
Município,Vagos,1999,21333
Município,Vagos,2000,21720
Município,Vagos,2001,22038
Município,Vagos,2002,22214
Município,Vagos,2003,22339
Município,Vagos,2004,22419
Município,Vagos,2005,22468
Município,Vagos,2006,22547
Município,Vagos,2007,22642
Município,Vagos,2008,22730
Município,Vagos,2009,22800
Município,Vagos,2010,22848
Município,Vagos,2011,22917
Município,Vagos,2012,22900
Município,Vagos,2013,22792
Município,Vagos,2014,22682
Município,Vagos,2015,22602
Município,Vagos,2016,22560
Município,Vagos,2017,22531
Município,Vagos,2018,22575
Município,Vagos,2019,22709
Município,Vagos,2020,22915
Município,Vagos,2022,23322
Município,Vagos,2023,24206
Município,Vagos,2024,24909
Município,Vagos,2025,25360
NUTS III,Região de Coimbra,1982,469278
NUTS III,Região de Coimbra,1983,470208
NUTS III,Região de Coimbra,1984,470623
NUTS III,Região de Coimbra,1985,470448
NUTS III,Região de Coimbra,1986,469340
NUTS III,Região de Coimbra,1987,467638
NUTS III,Região de Coimbra,1988,465552
NUTS III,Região de Coimbra,1989,463309
NUTS III,Região de Coimbra,1990,460744
NUTS III,Região de Coimbra,1991,459710
NUTS III,Região de Coimbra,1992,459936
NUTS III,Região de Coimbra,1993,460227
NUTS III,Região de Coimbra,1994,461315
NUTS III,Região de Coimbra,1995,462603
NUTS III,Região de Coimbra,1996,463941
NUTS III,Região de Coimbra,1997,465400
NUTS III,Região de Coimbra,1998,466978
NUTS III,Região de Coimbra,1999,468627
NUTS III,Região de Coimbra,2000,470641
NUTS III,Região de Coimbra,2001,471976
NUTS III,Região de Coimbra,2002,471993
NUTS III,Região de Coimbra,2003,471347
NUTS III,Região de Coimbra,2004,470252
NUTS III,Região de Coimbra,2005,469066
NUTS III,Região de Coimbra,2006,467867
NUTS III,Região de Coimbra,2007,466607
NUTS III,Região de Coimbra,2008,465224
NUTS III,Região de Coimbra,2009,463732
NUTS III,Região de Coimbra,2010,461987
NUTS III,Região de Coimbra,2011,460605
NUTS III,Região de Coimbra,2012,458372
NUTS III,Região de Coimbra,2013,454614
NUTS III,Região de Coimbra,2014,450922
NUTS III,Região de Coimbra,2015,447937
NUTS III,Região de Coimbra,2016,445381
NUTS III,Região de Coimbra,2017,442791
NUTS III,Região de Coimbra,2018,440538
NUTS III,Região de Coimbra,2019,439628
NUTS III,Região de Coimbra,2020,439501
NUTS III,Região de Coimbra,2022,447605
NUTS III,Região de Coimbra,2023,456838
NUTS III,Região de Coimbra,2024,463525
NUTS III,Região de Coimbra,2025,466706
Município,Arganil,1982,15467
Município,Arganil,1983,15393
Município,Arganil,1984,15299
Município,Arganil,1985,15204
Município,Arganil,1986,15057
Município,Arganil,1987,14877
Município,Arganil,1988,14687
Município,Arganil,1989,14456
Município,Arganil,1990,14196
Município,Arganil,1991,14015
Município,Arganil,1992,13931
Município,Arganil,1993,13874
Município,Arganil,1994,13867
Município,Arganil,1995,13872
Município,Arganil,1996,13850
Município,Arganil,1997,13807
